Method Name,Original Column,Mapped Category
testValidateSeparationCount,validateSeparationCount.1,function call
testValidateSeparationCount,-.0,argument
testValidateSeparationCount,2.0,argument
testValidateSeparationCount,fail.1,function call
testValidateSeparationCount,catch.1,exception handling
testValidateSeparationCount,IllegalArgumentException.1,parameter
testValidateSeparationCount,ex.1,parameter
testValidateSeparationCount,// ok.201,comment
testValidateSeparationCount,LinearDimension.2,external class
testValidateSeparationCount,validateSeparationCount.2,function call
testValidateSeparationCount,1.0,argument
testValidateSeparationCount,LinearDimension.3,external class
testValidateSeparationCount,validateSeparationCount.3,function call
testValidateSeparationCount,2988.0,argument
add,public.0,function declaration
add,boolean.0,function declaration
add,add.0,function declaration
add,Date.0,parameter
add,date.0,parameter
add,if.0,conditional statement
add,dates.0,conditional statement
add,contains.0,conditional statement
add,date.1,conditional statement
add,return.0,return
add,FALSE.0,return
add,boolean.1,variable declaration
add,added.0,variable declaration
add,=.0,variable declaration
add,FALSE.1,variable declaration
add,for.0,loop
add,int.0,loop
add,i.0,loop
add,=.1,loop
add,0.0,loop
add,i.1,conditional statement
add,<.0,conditional statement
add,dates.1,conditional statement
add,size.0,conditional statement
add,&&.0,conditional statement
add,added.1,conditional statement
add,i.2,loop
add,Date.1,loop
add,nextDate.0,loop
add,=.2,loop
add,dates.2,loop
add,get.0,loop
add,i.3,loop
add,if.1,conditional statement
add,date.2,conditional statement
add,before.0,conditional statement
add,nextDate.1,conditional statement
add,dates.3,loop
add,add.1,loop
add,i.4,loop
add,date.3,loop
add,added.2,loop
add,=.3,loop
add,TRUE.0,loop
add,if.2,conditional statement
add,added.3,conditional statement
add,dates.4,conditional block
add,add.2,conditional block
add,date.4,conditional block
add,return.1,return
add,TRUE.1,return
makeUniqueParagraphForGlobalWithLength,public.0,function declaration
makeUniqueParagraphForGlobalWithLength,void.0,function declaration
makeUniqueParagraphForGlobalWithLength,makeUniqueParagraphForGlobalWithLength.0,function declaration
makeUniqueParagraphForGlobalWithLength,String.0,parameter
makeUniqueParagraphForGlobalWithLength,global.0,parameter
makeUniqueParagraphForGlobalWithLength,int.0,parameter
makeUniqueParagraphForGlobalWithLength,length.0,parameter
makeUniqueParagraphForGlobalWithLength,String.1,variable declaration
makeUniqueParagraphForGlobalWithLength,paragraph.0,variable declaration
makeUniqueParagraphForGlobalWithLength,=.0,variable declaration
makeUniqueParagraphForGlobalWithLength,""""""""""".0""",""""""""""".0"""
makeUniqueParagraphForGlobalWithLength,String.2,variable declaration
makeUniqueParagraphForGlobalWithLength,word.0,variable declaration
makeUniqueParagraphForGlobalWithLength,for.0,loop
makeUniqueParagraphForGlobalWithLength,int.1,loop
makeUniqueParagraphForGlobalWithLength,x.0,loop
makeUniqueParagraphForGlobalWithLength,=.1,loop
makeUniqueParagraphForGlobalWithLength,0.0,loop
makeUniqueParagraphForGlobalWithLength,x.1,conditional statement
makeUniqueParagraphForGlobalWithLength,<.0,conditional statement
makeUniqueParagraphForGlobalWithLength,length.1,conditional statement
makeUniqueParagraphForGlobalWithLength,x.2,loop
makeUniqueParagraphForGlobalWithLength,word.1,loop
makeUniqueParagraphForGlobalWithLength,=.2,loop
makeUniqueParagraphForGlobalWithLength,makeUniqueStringForGlobalWithLength.0,loop
makeUniqueParagraphForGlobalWithLength,global.1,loop
makeUniqueParagraphForGlobalWithLength,int.2,loop
makeUniqueParagraphForGlobalWithLength,Math.0,loop
makeUniqueParagraphForGlobalWithLength,random.0,loop
makeUniqueParagraphForGlobalWithLength,*.0,loop
makeUniqueParagraphForGlobalWithLength,8.0,loop
makeUniqueParagraphForGlobalWithLength,+.0,loop
makeUniqueParagraphForGlobalWithLength,2.0,loop
makeUniqueParagraphForGlobalWithLength,paragraph.1,loop
makeUniqueParagraphForGlobalWithLength,+=.0,loop
makeUniqueParagraphForGlobalWithLength,word.2,loop
makeUniqueParagraphForGlobalWithLength,+.1,loop
makeUniqueParagraphForGlobalWithLength,""""""" """".100""",""""""" """".100"""
makeUniqueParagraphForGlobalWithLength,utils.0,externally defined variable or function
makeUniqueParagraphForGlobalWithLength,setGlobal.0,function call
makeUniqueParagraphForGlobalWithLength,global.2,argument
makeUniqueParagraphForGlobalWithLength,paragraph.2,argument
createChecklistItem,public.0,function declaration
createChecklistItem,long.0,function declaration
createChecklistItem,createChecklistItem.0,function declaration
createChecklistItem,long.1,parameter
createChecklistItem,listId.0,parameter
createChecklistItem,String.0,parameter
createChecklistItem,item.0,parameter
createChecklistItem,boolean.0,parameter
createChecklistItem,isDone.0,parameter
createChecklistItem,ContentValues.0,variable declaration
createChecklistItem,values.0,variable declaration
createChecklistItem,=.0,variable declaration
createChecklistItem,new.0,variable declaration
createChecklistItem,ContentValues.1,variable declaration
createChecklistItem,values.1,variable
createChecklistItem,put.0,function call
createChecklistItem,KEY_LIST_ID.0,argument
createChecklistItem,listId.1,argument
createChecklistItem,values.2,variable
createChecklistItem,put.1,function call
createChecklistItem,KEY_IS_DONE.0,argument
createChecklistItem,isDone.1,argument
createChecklistItem,values.3,variable
createChecklistItem,put.2,function call
createChecklistItem,KEY_ITEM.0,argument
createChecklistItem,item.1,argument
createChecklistItem,return.0,return
createChecklistItem,mDb.0,return
createChecklistItem,insert.0,return
createChecklistItem,CHECKLIST_ITEM_TBL.0,return
createChecklistItem,nan.0,return
createChecklistItem,values.4,return
go,public.0,function declaration
go,void.0,function declaration
go,go.0,function declaration
go,String.0,parameter
go,theUserName.0,parameter
go,try.0,exception handling
go,new.0,operator
go,ChatUI.0,external class
go,MessageInputReceiver.0,argument
go,this.0,argument
go,theUserName.1,argument
go,// shake hands.200,comment
go,writer.0,function call
go,println.0,function call
go,theUserName.2,argument
go,writer.1,function call
go,flush.0,externally defined variable or function
go,// OK means init with server went well.201,comment
go,if.0,conditional statement
go,reader.0,conditional statement
go,readLine.0,conditional statement
go,equals.0,conditional statement
go,"""""""OK"""".0""","""""""OK"""".0"""
go,initialized.0,conditional block
go,=.0,conditional block
go,TRUE.0,conditional block
go,readChat.0,conditional block
go,else.0,conditional statement
go,bailOut.0,conditional block
go,new.1,conditional block
go,IOException.0,conditional block
go,"""""""handshake failed"""".100""","""""""handshake failed"""".100"""
go,catch.0,exception handling
go,IOException.1,parameter
go,ioe.0,parameter
go,bailOut.1,externally defined variable or function
go,ioe.1,argument
go,catch.1,exception handling
go,Exception.0,parameter
go,e.0,parameter
go,bailOut.2,externally defined variable or function
go,e.1,argument
testInvoke,public.0,function declaration
testInvoke,void.0,function declaration
testInvoke,testInvoke.0,function declaration
testInvoke,throws.0,exception handling
testInvoke,Exception.0,exception handling
testInvoke,transport.0,externally defined variable or function
testInvoke,setRemoteService.0,function call
testInvoke,"""""""TravelProcess"""".0""","""""""TravelProcess"""".0"""
testInvoke,call.0,externally defined variable or function
testInvoke,setOperation.0,function call
testInvoke,"""""""initiate"""".0""","""""""initiate"""".0"""
testInvoke,call.1,externally defined variable or function
testInvoke,addParameter.0,function call
testInvoke,"""""""x"""".0""","""""""x"""".0"""
testInvoke,XMLType.0,argument
testInvoke,XSD_STRING.0,argument
testInvoke,ParameterMode.0,argument
testInvoke,IN.0,argument
testInvoke,call.2,externally defined variable or function
testInvoke,setReturnType.0,function call
testInvoke,XMLType.1,argument
testInvoke,XSD_STRING.1,argument
testInvoke,String.0,variable declaration
testInvoke,result.0,variable declaration
testInvoke,=.0,variable declaration
testInvoke,String.1,variable declaration
testInvoke,call.3,variable declaration
testInvoke,invoke.0,variable declaration
testInvoke,new.0,variable declaration
testInvoke,Object.0,variable declaration
testInvoke,"""""""anything"""".0""","""""""anything"""".0"""
testInvoke,assertEquals.0,function call
testInvoke,DUMMY_RESULT.0,argument
testInvoke,result.1,argument
setGenJarDir,public.0,function declaration
setGenJarDir,void.0,function declaration
setGenJarDir,setGenJarDir.0,function declaration
setGenJarDir,File.0,parameter
setGenJarDir,genJarDir.0,parameter
setGenJarDir,SandProject.0,parameter
setGenJarDir,proj.0,parameter
setGenJarDir,proj.1,variable
setGenJarDir,getAntProject.0,function call
setGenJarDir,setProperty.0,function call
setGenJarDir,"""""""genJarDir"""".0""","""""""genJarDir"""".0"""
setGenJarDir,genJarDir.1,argument
setGenJarDir,toString.0,argument
setGenJarDir,SandProject.1,variable declaration
setGenJarDir,downstream.0,variable declaration
setGenJarDir,=.0,variable declaration
setGenJarDir,proj.2,variable declaration
setGenJarDir,getRequiredBy.0,variable declaration
setGenJarDir,for.0,loop
setGenJarDir,int.0,loop
setGenJarDir,i.0,loop
setGenJarDir,=.1,loop
setGenJarDir,0.0,loop
setGenJarDir,i.1,conditional statement
setGenJarDir,<.0,conditional statement
setGenJarDir,downstream.1,conditional statement
setGenJarDir,length.0,conditional statement
setGenJarDir,i.2,loop
setGenJarDir,setGenJarDir.1,loop
setGenJarDir,genJarDir.2,loop
setGenJarDir,downstream.2,loop
setGenJarDir,i.3,loop
setGenJarDir,].0,].0
addPKColumn,public.0,function declaration
addPKColumn,void.0,function declaration
addPKColumn,addPKColumn.0,function declaration
addPKColumn,String.0,parameter
addPKColumn,aPKColName.0,parameter
addPKColumn,throws.0,exception handling
addPKColumn,IllegalArgumentException.0,exception handling
addPKColumn,Column.0,variable declaration
addPKColumn,col.0,variable declaration
addPKColumn,=.0,variable declaration
addPKColumn,Column.1,variable declaration
addPKColumn,colMap.0,variable declaration
addPKColumn,get.0,variable declaration
addPKColumn,aPKColName.1,variable declaration
addPKColumn,if.0,conditional statement
addPKColumn,col.1,conditional statement
addPKColumn,==.0,conditional statement
addPKColumn,nan.0,conditional statement
addPKColumn,throw.0,exception handling
addPKColumn,new.0,exception handling
addPKColumn,IllegalArgumentException.1,exception handling
addPKColumn,"""""""The column |"""".100""","""""""The column |"""".100"""
addPKColumn,+.0,exception handling
addPKColumn,aPKColName.2,exception handling
addPKColumn,+.1,exception handling
addPKColumn,"""""""| does not belong to the table |"""".101""","""""""| does not belong to the table |"""".101"""
addPKColumn,+.2,exception handling
addPKColumn,name.0,exception handling
addPKColumn,+.3,exception handling
addPKColumn,"""""""|"""".0""","""""""|"""".0"""
addPKColumn,pkColumns.0,externally defined variable or function
addPKColumn,add.0,function call
addPKColumn,col.2,argument
actionPerformed,public.0,function declaration
actionPerformed,void.0,function declaration
actionPerformed,actionPerformed.0,function declaration
actionPerformed,ActionEvent.0,parameter
actionPerformed,e.0,parameter
actionPerformed,int.0,variable declaration
actionPerformed,selectedRows.0,variable declaration
actionPerformed,=.0,variable declaration
actionPerformed,features.0,variable declaration
actionPerformed,getSelectedRows.0,variable declaration
actionPerformed,if.0,conditional statement
actionPerformed,selectedRows.1,conditional statement
actionPerformed,length.0,conditional statement
actionPerformed,>.0,conditional statement
actionPerformed,0.0,conditional statement
actionPerformed,boolean.0,conditional block
actionPerformed,valueToBeSet.0,conditional block
actionPerformed,=.1,conditional block
actionPerformed,Boolean.0,conditional block
actionPerformed,features.1,conditional block
actionPerformed,getValueAt.0,conditional block
actionPerformed,selectedRows.2,conditional block
actionPerformed,0.1,conditional block
actionPerformed,].0,].0
actionPerformed,0.2,conditional block
actionPerformed,)).0,)).0
actionPerformed,booleanValue.0,conditional block
actionPerformed,for.0,loop
actionPerformed,int.1,loop
actionPerformed,i.0,loop
actionPerformed,=.2,loop
actionPerformed,0.3,loop
actionPerformed,i.1,conditional statement
actionPerformed,<.0,conditional statement
actionPerformed,selectedRows.3,conditional statement
actionPerformed,length.1,conditional statement
actionPerformed,i.2,loop
actionPerformed,features.2,loop
actionPerformed,setValueAt.0,loop
actionPerformed,new.0,loop
actionPerformed,Boolean.1,loop
actionPerformed,valueToBeSet.1,loop
actionPerformed,selectedRows.4,loop
actionPerformed,i.3,loop
actionPerformed,].1,].1
actionPerformed,0.4,loop
updateGain,private.0,function declaration
updateGain,void.0,function declaration
updateGain,updateGain.0,function declaration
updateGain,int.0,variable declaration
updateGain,pos.0,variable declaration
updateGain,=.0,variable declaration
updateGain,getValue.0,variable declaration
updateGain,int.1,variable declaration
updateGain,value.0,variable declaration
updateGain,=.1,variable declaration
updateGain,int.2,variable declaration
updateGain,127.0,variable declaration
updateGain,*.0,variable declaration
updateGain,double.0,variable declaration
updateGain,pos.1,variable declaration
updateGain,/.0,variable declaration
updateGain,100.0,variable declaration
updateGain,MidiChannel.0,variable declaration
